City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
258,Agarak,AM,2022-07-28 15:17:51,39.2068,46.5446,79.97,49,20,11.21
259,Ugoofaaru,MV,2022-07-28 15:17:51,5.6667,73.0,82.09,78,25,16.15
260,Diu,IN,2022-07-28 15:14:02,20.7141,70.9822,81.91,82,98,11.5
261,Butembo,CD,2022-07-28 15:17:52,0.15,29.2833,63.7,90,92,2.21
262,Seoul,KR,2022-07-28 15:17:52,37.5683,126.9778,81.84,83,40,4.61
263,Maralal,KE,2022-07-28 15:17:53,1.0968,36.698,68.99,53,98,8.23
264,Lilongwe,MW,2022-07-28 15:17:53,-13.9669,33.7873,73.0,34,33,10.83
265,Abu Samrah,SY,2022-07-28 15:17:54,35.3029,37.1841,102.51,8,0,6.89
266,Halifax,CA,2022-07-28 15:17:37,44.6453,-63.5724,85.51,61,20,10.36
267,Madhyamgram,IN,2022-07-28 15:17:54,22.7,88.45,84.15,84,75,4.61
268,Natal,BR,2022-07-28 15:13:56,-5.795,-35.2094,84.85,61,40,11.5
269,Waipawa,NZ,2022-07-28 15:17:55,-41.4122,175.5153,47.73,86,37,6.8
270,Rabo De Peixe,PT,2022-07-28 15:17:55,37.8,-25.5833,76.51,61,20,11.5
271,Port Hardy,CA,2022-07-28 15:17:56,50.6996,-127.4199,59.18,94,20,3.44
272,Saint-Joseph,RE,2022-07-28 15:17:56,-21.3667,55.6167,70.21,79,65,8.59
273,Pesqueira,BR,2022-07-28 15:17:57,-8.3578,-36.6964,74.93,63,46,11.43
274,Isangel,VU,2022-07-28 15:17:57,-19.55,169.2667,74.3,89,100,7.61
275,Lodja,CD,2022-07-28 15:17:57,-3.4833,23.4333,94.69,26,100,2.04
276,Santa Vitoria Do Palmar,BR,2022-07-28 15:14:00,-33.5189,-53.3681,54.1,95,100,14.52
277,Chapais,CA,2022-07-28 15:17:58,49.7834,-74.8492,67.78,90,99,6.91
278,Am Timan,TD,2022-07-28 15:17:58,11.0297,20.2827,73.53,87,100,5.97
279,Korla,CN,2022-07-28 15:17:59,41.7597,86.1469,93.18,14,45,1.52
280,Yulara,AU,2022-07-28 15:17:59,-25.2406,130.9889,50.52,25,100,9.22
281,Mitsamiouli,KM,2022-07-28 15:17:59,-11.3847,43.2844,76.08,74,46,9.15
282,Nemuro,JP,2022-07-28 15:18:00,43.3236,145.575,60.58,95,82,2.89
283,Baherden,TM,2022-07-28 15:18:00,38.4362,57.4316,98.38,20,52,9.46
284,Bam,IR,2022-07-28 15:18:01,29.106,58.357,90.86,40,74,17.98
285,Villa Union,MX,2022-07-28 15:18:01,23.2,-106.2333,79.02,94,100,4.61
286,Lebu,CL,2022-07-28 15:18:02,-37.6167,-73.65,51.94,75,0,8.99
287,Bontang,ID,2022-07-28 15:18:02,0.1333,117.5,78.17,86,41,3.06
288,Olafsvik,IS,2022-07-28 15:18:03,64.8945,-23.7142,49.24,81,100,11.34
289,Tiznit,MA,2022-07-28 15:18:04,29.5833,-9.5,85.33,38,0,9.26
290,Leningradskiy,RU,2022-07-28 15:18:05,69.3833,178.4167,34.09,91,99,4.03
291,Sungaipenuh,ID,2022-07-28 15:18:05,-2.0833,101.3833,66.11,95,93,0.85
292,Guilin,CN,2022-07-28 15:18:06,25.2819,110.2864,82.51,76,100,0.54
293,Conde,BR,2022-07-28 15:18:06,-7.2597,-34.9075,81.86,61,40,14.97
